state_name,state_id,city,city_ascii,county_name,lat,lng,timezone,zips
Wisconsin,WI,Hayward,Hayward,Sawyer,46.0094,-91.4826,America/Chicago,54843
Wisconsin,WI,Hazel Green,Hazel Green,Grant,42.5341,-90.4361,America/Chicago,53811
Wisconsin,WI,Hebron,Hebron,Jefferson,42.9232,-88.6916,America/Chicago,53538
Wisconsin,WI,Helenville,Helenville,Jefferson,43.0165,-88.6999,America/Chicago,53137
Wisconsin,WI,Herbster,Herbster,Bayfield,46.8422,-91.2419,America/Chicago,54844
Wisconsin,WI,Hewitt,Hewitt,Wood,44.6425,-90.1048,America/Chicago,54441
Wisconsin,WI,Highland,Highland,Iowa,43.0475,-90.3801,America/Chicago,53543
Wisconsin,WI,Hilbert,Hilbert,Calumet,44.1415,-88.1611,America/Chicago,54129
Wisconsin,WI,Hillsboro,Hillsboro,Vernon,43.656,-90.3365,America/Chicago,54634
Wisconsin,WI,Hingham,Hingham,Sheboygan,43.6465,-87.9151,America/Chicago,53031 53093
Wisconsin,WI,Hixton,Hixton,Jackson,44.3831,-91.0147,America/Chicago,54635
Wisconsin,WI,Hobart,Hobart,Brown,44.4967,-88.1602,America/Chicago,54313 54115 54155
Wisconsin,WI,Holcombe,Holcombe,Chippewa,45.2261,-91.1217,America/Chicago,54745
Wisconsin,WI,Hollandale,Hollandale,Iowa,42.8756,-89.9342,America/Chicago,53544
Wisconsin,WI,Holmen,Holmen,La Crosse,43.9706,-91.2654,America/Chicago,54636
Wisconsin,WI,Horicon,Horicon,Dodge,43.4454,-88.6403,America/Chicago,53032
Wisconsin,WI,Hortonville,Hortonville,Outagamie,44.3368,-88.6361,America/Chicago,54944
Wisconsin,WI,Houlton,Houlton,St. Croix,45.0609,-92.7903,America/Chicago,54082
Wisconsin,WI,Howard,Howard,Brown,44.5703,-88.0928,America/Chicago,54313 54303
Wisconsin,WI,Howards Grove,Howards Grove,Sheboygan,43.8261,-87.8232,America/Chicago,53083
Wisconsin,WI,Hudson,Hudson,St. Croix,44.9639,-92.7312,America/Chicago,54016
Wisconsin,WI,Humbird,Humbird,Clark,44.5295,-90.8862,America/Chicago,54746
Wisconsin,WI,Hurley,Hurley,Iron,46.4462,-90.1983,America/Menominee,54534
Wisconsin,WI,Hustisford,Hustisford,Dodge,43.3441,-88.6031,America/Chicago,53034
Wisconsin,WI,Hustler,Hustler,Juneau,43.8773,-90.2658,America/Chicago,54637 54618
Wisconsin,WI,Independence,Independence,Trempealeau,44.3328,-91.4172,America/Chicago,54773 54747 54612
Wisconsin,WI,Iola,Iola,Waupaca,44.5091,-89.1249,America/Chicago,54945
Wisconsin,WI,Iron Belt,Iron Belt,Iron,46.4031,-90.3194,America/Chicago,54536
Wisconsin,WI,Iron Ridge,Iron Ridge,Dodge,43.3982,-88.532,America/Chicago,53035
Wisconsin,WI,Iron River,Iron River,Bayfield,46.5671,-91.4069,America/Chicago,54847
Wisconsin,WI,Ironton,Ironton,Sauk,43.5453,-90.1436,America/Chicago,53941
Wisconsin,WI,Ixonia,Ixonia,Jefferson,43.1396,-88.5963,America/Chicago,53036
Wisconsin,WI,Jackson,Jackson,Washington,43.3233,-88.1666,America/Chicago,53037
Wisconsin,WI,Janesville,Janesville,Rock,42.6854,-89.0135,America/Chicago,53545 53546 53548 53547
Wisconsin,WI,Jefferson,Jefferson,Jefferson,43.0044,-88.8084,America/Chicago,53549
Wisconsin,WI,Jim Falls,Jim Falls,Chippewa,45.0472,-91.2712,America/Chicago,54748
Wisconsin,WI,Johnson Creek,Johnson Creek,Jefferson,43.0812,-88.7702,America/Chicago,53094 53038
Wisconsin,WI,Jolmaville,Jolmaville,Ashland,46.433,-90.7498,America/Chicago,54855
Wisconsin,WI,Juda,Juda,Green,42.59,-89.5092,America/Chicago,53550
Wisconsin,WI,Jump River,Jump River,Taylor,45.3555,-90.7965,America/Chicago,54766
Wisconsin,WI,Junction City,Junction City,Portage,44.593,-89.7679,America/Chicago,54443
